"fact","meta__relevant_articles__001","meta__relevant_articles__002","meta__relevant_articles__003","meta__relevant_articles__004","meta__accusation__001","meta__accusation__002","meta__accusation__003","meta__punish_of_money","meta__criminals__-","meta__term_of_imprisonment__death_penalty","meta__term_of_imprisonment__imprisonment","meta__term_of_imprisonment__life_imprisonment"
"长春市双阳区人民检察院指控，2016年8月7日18时许，在长春市双阳区山河街烧锅村四社，被告人付某与李某因琐事争吵，进而厮打，在厮打过程中付某将李某牙齿打伤，经鉴定：李某的本次外伤评定为轻伤二级。案发后，被告人付某被抓获归案。","234","","","","故意伤害","","","0","付某","False","0","False"
"通辽市科尔沁区人民检察院指控。2016年7月11日0时10分左右，被告人马某某在通辽市科尔沁区教师进修学校路北平房区，因琐事与张某元、张某某发生争吵后，用铁管将张某某头部打伤。经鉴定，被害人张某某颅内血肿，其损伤程度为轻伤一级；颅骨骨折，其损伤程度为轻伤二级；蛛网膜下腔出血，其损伤程度为轻伤二级。2016年10月13日，被告人马某某被公安机关抓获归案。为证明上述指控，公诉机关当庭出示和宣读了报案材料及被害人张某某的陈述、物证铁管一根、证人证言、门诊病历手册、诊断书、住院病历、司法鉴定意见书、户籍信息、前科情况、抓获经过、在逃人员撤销表、被告人马某某的供述等证据材料。公诉机关认为，被告人马某某××他人身体，致一人轻伤，其行为触犯了《中华人民共和国刑法》××××的规定，犯罪事实清楚，证据确实充分，应当以××罪追究其刑事责任。提请依法判处。被害人暨附带民事诉讼原告人张某某请求依法追究被告人马某某的刑事责任，同时请求判令被告人马某某赔偿医疗费、误工费、护理费、住院伙食补助费、营养费、鉴定费等损失共计人民币33226.35元。","234","","","","故意伤害","","","0","马某某","False","18","False"
"合肥市庐阳区人民检察院指控，2016年6月21日22时许，被告人刘某在位于合肥市庐阳区的中澳学院房间将李某打伤。致轻伤二级。为证明上述事实，公诉人当庭宣读、出示了受案登记表、被告人供述笔录、被害人陈述笔录、证人证言、相关照片、病历材料、鉴定意见、归案经过、户籍证明等证据。公诉机关认为，被告人刘某遇事不能冷静处理，××他人身体，致人轻伤，其行为已构成××罪，其系自动投案。提请本院依法予以惩处。","234","","","","故意伤害","","","0","刘某","False","7","False"
"上蔡县人民检察院指控，2014年3月13日7时许，上蔡县和店乡王5某村村民丁某1等人因与同村邻居王4某产生纠纷，即对王4某进行辱骂并跟着王4某到王5某村西王3某的加油站附近的公路上。被告人王1某（王4某之女）到场后与丁某1等人发生争吵并打架，致丁某1受伤。经鉴定，被害人丁某1的损伤程度为轻伤二级。针对上述指控，公诉机关提供了相应的证据。公诉机关认为，被告人王1某的行为触犯了《中华人民共和国刑法》××之规定，应当以××罪追究其刑事责任。","234","","","","故意伤害","","","0","王1某","False","9","False"
"沭阳县人民检察院指控：2013年8月18日凌晨4时许，在沭阳县某某镇某窑厂，周某超因运输纠纷至被告人王某军所驾驶的三轮车上与其理论，继而引发厮打，被告人王某军顺手拿起副驾驶位置的水果刀将周某超的胸部戳伤。经法医鉴定，周某超胸部刀刺伤致心脏损伤构成重伤。案发后，被告人王某军主动到公安机关投案，并如实供述了自己的犯罪事实。针对上述指控的事实，公诉机关在庭审中出示了被告人王某军的供述及辩解、被害人周某超的陈述、证人庄某付、胡某珍、仲某亮等人的证言、现场勘验笔录、法医学人体损伤程度鉴定书、法庭科学DNA检验鉴定书等证据予以证实。公诉机关认为，被告人王某军××他人身体，致人重伤，其行为触犯了《中华人民共和国刑法》××××的规定，应当以××罪追究其刑事责任。被告人王某军犯罪后自动投案，并如实供述了自己的罪行，根据《中华人民共和国刑法》××××的规定，系自首，可以从轻或减轻处罚。","234","","","","故意伤害","","","0","王某军","False","26","False"
"岱山县人民检察院指控：2015年1月18日20时许，王某到岱山县高亭镇家禾宾馆301房间向金某索要欠款，二人因此发生争执。同在房间的被告人王1某在劝架过程中被王某拳击左侧眉骨后倒在床上。被告人王1某倒在床上后，见王某拿电话机企图砸向自己，便顺手拿起写字桌上的水果刀连刺王某左侧胸腹部三下，并逃离现场。经岱山县公安局法医学人体损伤程度鉴定：王某左侧胸部损伤属重伤二级、左侧腹部损伤属轻伤二级。2015年1月24日，岱山县公安局民警在高亭镇镇前宾馆抓获被告人王1某。据以上事实，公诉机关认为被告人王1某与他人发生矛盾后，持凶器××他人身体，致一人左侧胸部重伤、左侧腹部轻伤，其行为触犯了《中华人民共和国刑法》××之规定，应当以××罪追究刑事责任。被告人王1某曾因故意犯罪被判处××，在刑罚执行完毕后五年内再犯应当判处××以上刑罚之罪，依据《中华人民共和国刑法》××××之规定，系累犯，依法从重处罚。为证明指控的犯罪事实，公诉机关当庭出示和宣读了被告人供述、被害人陈述、证人证言、法医学人体损伤程度鉴定意见书等证据。","234","","","","故意伤害","","","0","王1某","False","42","False"
"滦南县人民检察院指控，被告人王某1与程庄镇中霍各庄村郑某因琐事在微信群里聊天时曾发生互骂。2016年7月25日下午，二人在霍各庄村北小吃部门前碰面后又因此事发生争执后互殴，在互殴过程中，被告人王某1用木棍将郑某头部打伤，经滦南县公安局法医鉴定，郑某的伤属轻伤一级。针对上述指控，公诉机关向法庭提交了相关证据予以证实，认为被告人王某1的行为已构成××罪，提请本院依照《中华人民共和国刑法》××××之规定判处。","234","","","","故意伤害","","","0","王某1","False","18","False"
"衢州市衢江区人民检察院指控，被告人曹某系衢州市衢江区廿里镇廿里街61-63号“灵江爱华”超市老板。2015年2月5日17时许，曹某在“灵江爱华”超市门口与为其送货的司机江某因琐事争吵进而发生推搡。后曹某拿起放在超市门口的一把扫把，用扫把柄自上而下朝江某打去，江某伸出左手阻挡，曹某用扫把柄打到江某左手手掌，致江某左手手掌受伤。经法医鉴定，江某外伤至左手第五掌骨基底部骨折及左小指近节指骨骨折，其损伤已构成轻伤二级。案发后，被告人曹某明知他人报警仍在现场等候民警处理。为证明上述指控事实，公诉机关当庭宣读、出示了书证、证人证言、被害人陈述、鉴定意见等证据。据此，公诉机关认为，被告人曹某××他人身体，造成一人轻伤，其行为触犯了《中华人民共和国刑法》××××，犯罪事实清楚，证据确实、充分，应当以××罪追究其刑事责任。被告人曹某主动投案并如实供述自己的罪行，是自首，应根据《刑法》××××的规定处罚。同时鉴于被告人曹某系初犯，与被害人达成赔偿协议并已履行完毕等情节，建议对被告人曹某判处××，可以适用××。","234","","","","故意伤害","","","0","曹某","False","6","False"
"常州市钟楼区人民检察院指控，被告人赵某于2014年7月18日晚11时许，在本市钟楼区某家园旁的出租车服务中心，因琐事与被害人张XX发生纠纷后，被告人赵某对张XX拳打脚踢，致其双侧鼻骨骨折。经常州市公安局物证鉴定所鉴定，被害人张XX所受之伤为轻伤二级。案发后，被告人赵某如实供述了犯罪事实。为证明上述事实，公诉人宣读了被害人张XX的陈述笔录，未到庭证人徐XX的证言笔录，辨认笔录及照片，门诊病历、CT诊断报告单，常州市公安局物证鉴定所出具的法医学人体损伤程度鉴定书，发破案经过等证据。公诉机关认为：被告人赵某××他人身体，致人轻伤，其行为触犯了《中华人民共和国刑法》××××之规定，已构成××罪。是累犯，应当从重处罚；如实供述自己的罪行，可以从轻处罚。","234","","","","故意伤害","","","0","赵某","False","16","False"
"经审理查明，2016年7月5日2时许,被告人秦2某与被害人秦某在丰都县三合街道“四大银行”中国建设银行右前方的公交站因纠纷发生口角继而发生抓扯，双方被人劝止。后秦2某又持其朋友刘某（另案处理）送来的砍刀去追秦某，在中国建设银行右边的消防通道“一帆洗浴中心”门口追到秦某后用砍刀将秦某的左手臂砍伤。经丰都县公安局物证鉴定鉴定，秦某的损伤程度为轻伤二级。2016年9月18日，被告人秦2某主动到丰都县公安局城西派出所投案，到案后如实供述了上述事实。在审理中，被告人秦2某的亲属与被害人秦某达成赔偿协议，由被告人秦2某一次性赔偿了被害人秦某伤后的经济损失共计人民币35,000.00元，取得了被害人秦某的谅解。上述事实，被告人秦2某在庭审中亦无异议，并有经庭审质证、认证的受案登记表、抓获经过、户籍信息等书证；证人冉某某等人的证言；被害人秦某的陈述；被告人秦2某的供述和辩解；丰都县公安局物证鉴定室鉴定结论书等鉴定意见；现场指认、勘查检查笔录、现场图及现场照片、辨认现场笔录及照片、指认笔录及照片，住院病历及其医疗发票，收条，谅解书等证据予以佐证，足以认定。","234","","","","故意伤害","","","0","秦2某","False","8","False"
"经审理查明，2013年5月28日23时许，被告人李某在旅顺口区被害人董某某的出租房内，因琐事与董某某发生口角，后双方厮打，被告人李某将董某某打伤。经法医鉴定，董某某左眼眶内侧壁骨折属轻伤，右侧第10肋骨骨折，构不成轻伤以上的损伤程度。本案审理过程中，被害人董某某表示放弃对被告人李某的民事赔偿请求，请求依法从严追究被告人的刑事责任。上述事实，有案件来源、抓捕经过、户籍证明、情况说明、病案复印材料、放弃赔偿声明书等书证；证人王某某、李某某、靳某某、王某某、刘某某、李某某的证言；被害人董某某的陈述；被告人李某的供述和辩解；鉴定书等证据予以证实，足以认定。","234","","","","故意伤害","","","0","李某","False","15","False"
"经审理查明，2014年1月27日21时许，被告人李×与李××、李××、柴×到桦川县新城镇新华村天缘歌厅唱歌，在歌厅门口与侯××、侯××发生口角，被害人侯××见状上前劝阻，李×等人将侯××眼部、腰部打伤。经鉴定，侯××所受伤系轻伤、九级伤残。经查，被告人李×于2014年3月14日被双城市公安局刑侦大队抓获。另查明，刑事附带民事诉讼原告人侯××与被告人李×已经达成赔偿协议，李×一次性给付侯××赔偿款人民币37500元，李×得到侯××的谅解。侯××于2014年8月25日向本院申请撤回刑事附带民事诉讼，本院准许撤回起诉。上述事实，被告人李×在开庭审理过程中亦无异议，且有被害人侯××的陈述、证人李××、侯××、安××、侯××的证言、黑龙江省桦川县公安局刑事科学技术法医学人体损伤程度鉴定书、佳木斯大学司法鉴定中心鉴定意见书、现场勘验笔录、辨认笔录、赔偿谅解书、收据、户籍证明及现实表现等证据证实，足以认定。","234","","","","故意伤害","","","0","李×","False","9","False"
"台江县人民检察院指控：2013年7月13日上午，台江县台拱镇台拱村八组村民王某某在自家门前与前来邰3某（化名）家走亲戚的李1某（化名）发生争吵后扭打起来，王某某呼喊救命，正在屋内的被告人邰某某从家里冲出来，在受到被害人李某某等人的阻止后，被告人邰某某从堂屋内捡起一把菜刀朝被害人李某某砍去，将李某某头部砍伤，经鉴定，被害人李某某的损伤程度为轻伤。公诉机关为证实上述犯罪事实，在庭审中出示了以下证据：1、接受刑事案件登记表、立案决定书；2、被告人户籍证明；3、现场勘查笔录及照片；4、被告人的供述与辩解；5、证人证言；6、扣押作案工具菜刀一把。附带民事诉讼原告人李某某请求：依法判决被告人人支付医疗费14845.7元、误工费9264元、护理费1280元、生活费800元、伤情鉴定费2134元、交通费400.5元、精神抚慰金10000元，共计38724.2元。","234","","","","故意伤害","","","0","邰某某","False","12","False"
"经审理查明，2014年4月16日11时许，被告人付某在衡水市休闲广场，见被害人高某玩“牌九”，其想下注参加，被高某拒绝。当日14时许，二人在休闲广场再次见面后，因上午之事言语不和，二人互相殴打，在殴打过程中，付某将高某打倒在地，后用脚踢高某颈部、前胸等部位，致高某左锁骨骨折。经鉴定，高某左锁骨骨折达轻伤二级标准。案发后，付某赔偿高某各项经济损失人民币2万元，并取得了高某的谅解。上述事实，被告人在开庭审理过程中亦无异议，并有被害人高某的陈述，证人于某、马某的证言，法医学人体损伤程度鉴定书及谅解书等证据证实，足以认定。","234","","","","故意伤害","","","0","付某","False","6","False"
"广西壮族自治区武宣县人民检察院指控：被告人何某分别于2013年8月27日、9月15日分两次借款共4万元给被害人廖某，借款期限届满后何某多次催廖某还款未果。2014年3月16日21时许，何某与廖某在武宣县武宣镇鞍山路“山河置业投资有限公司”一楼大厅内因债务问题发生争执，后何某持一把金属U型锁殴打廖某，致使廖某颅骨骨折、右顶骨骨折、左额骨凹陷骨折、全身多处软组织挫伤。经武宣县公安局法医师鉴定，廖某的损伤程度为轻伤二级。2014年6月19日何某主动到武宣县公安局城关派出所投案自首。","234","","","","故意伤害","","","0","何某","False","12","False"
"淳安县人民检察院起诉指控：2007年3月24日晚，被告人陈某与朋友一起到千岛湖镇“水上”歌舞厅娱乐，在歌厅里遇到傅某等人，傅某邀请陈某喝酒，被陈某拒绝。后傅某前往陈某等人所坐的8号桌，陈、傅二人为先前喝酒一事发生争吵，傅某用玻璃杯砸被告人头部，被告人即与傅某相互扭打。在扭打中，被告人陈某用玻璃杯碎片戳伤傅某的右眼。经淳安县公安局法医鉴定，被害人傅某的伤势已构成重伤。案发后，被告人陈某主动到公安机关投案自首，并就医疗费等损失赔偿问题和被害人傅某达成赔偿协议，现已偿付医药费等损失60000余元。被害人已做右眼球摘除＋义眼座植入手术。","234","","","","故意伤害","","","0","陈某","False","36","False"
"桃江县人民检察院指控，2015年7月16日16时许，被告人李某某的孙女、孙儿在被害人肖某芝家门口玩耍时，采摘了被害人肖某芝门口种的花。被害人肖某芝到被告人李某某家中理论，在理论过程中双方发生争吵，并互相用竹棍殴打对方，被害人肖某芝将被告人李某某额头打伤。被告人李某某又捡起一块石头砸向被害人肖某芝，将被害人肖某芝左腿砸伤，致其轻伤一级。对上述事实，该院提供了相关书证、证人证言、被害人陈述、鉴定意见及被告人的供述等证据予以证实，并认为被告人李某某××他人身体，致一人轻伤，其行为已构成××罪。建议本院依照《中华人民共和国刑法》××××之规定，提请本院依法判处。","234","","","","故意伤害","","","0","李某某","False","4","False"
"公诉机关指控，2014年4月16日20时，被告人崔某某驾车到漠河县西林吉镇38区某饭店找被害人刘某某（男，49岁），二人驱车驶向漠河县人民医院，途中因琐事发生口角，被告人用车内的铅笔刀将刘某某腹部划伤。经法医鉴定：刘某某外伤造成腹部软组织裂伤，构成轻伤二级。经侦查，2014年4月25日10时，被告人崔某某到漠河县公安局投案自首。公诉机关认为，被告人崔某某××他人身体，其行为触犯了《中华人民共和国刑法》××一款之规定，犯罪事实清楚，证据确实、充分，应当以××罪追究其刑事责任。被告人崔某某在案发后主动到公安机关投案自首，应根据《中华人民共和国刑法》××之规定处罚。并提出量刑建议，建议对被告人崔某某判处三年以下××。","234","","","","故意伤害","","","0","崔某某","False","6","False"
"公诉机关指控，2015年4月28日21时30分许，被告人陈1某在其位于沈阳市皇姑区燕山路14号3-2-2的“馨澜美食坊”二楼的办公室内，因被害人孙某2向其讨要工资而发生厮打，厮打过程中，其用拳殴打被害人孙某2面部，造成被害人孙某2左侧眼眶内壁、下壁两处骨折，经法医鉴定损伤程度为轻伤一级；面部软组织挫伤，左侧上颌骨额突骨折，经法医鉴定损伤程度均为轻微伤。","234","","","","故意伤害","","","0","陈1某","False","7","False"
"公诉机关指控，2011年12月25日20时左右，被告人杨某与薛某、杨1某、杨2某等人在任家山村村民张某家闲聊时，因话不投机，被告人杨某与薛某对骂起来，被告人杨某用手打了薛某一耳光，薛某朝被告人杨某鼻部打了一拳，众人将薛某推出张某家。被告人杨某发现自己的鼻部流血后，从张某家出来追上薛某打，后薛某倒地被告人杨某用脚在薛某身上乱蹬，致薛某肋骨骨折构成轻伤。公诉机关认为，被告人杨某××他人身体，致人轻伤，其行为已触犯了《中华人民共和国刑法》××之规定，应以××罪追究其刑事责任。请依法判处。","234","","","","故意伤害","","","0","杨某","False","8","False"
"黑龙江省木兰县人民检察院指控，2015年6月23日11时30分许，被告人宋某某与其母亲韩某在大窑屯庞某某家食杂店内看见被害人邢某某后，与邢某某因琐事发生口角，双方厮打到一起，宋某某用刀将邢某某背部扎伤。2015年7月8日，经木兰县公安局技术大队司法鉴定，邢某某的伤已构成轻伤二级。公安机关于2015年7月8日依法对宋某某进行传唤。","234","","","","故意伤害","","","0","宋某某","False","6","False"
"黑龙江省哈尔滨市道里区人民检察院指控，2014年9月28日20时许，被告人刘某甲在黑龙江省哈尔滨市道里区买卖街211号牛肉板面店门前与被害人陈某某、赵某某等人相互厮打，造成陈某某腰部损伤构成轻伤二级，九级残，赵某某头部、鼻部损伤构成轻微伤，不构成伤残等级。2014年10月22日，被告人刘某甲接到电话通知后到公安机关接受调查，并如实供述了主要犯罪事实。针对上述指控，公诉机关提供了案件来源、到案经过、伤情诊断书，鉴定意见，视听资料，证人刘某乙、张某某、王某某等人的证言，被害人陈某某、赵某某的陈述，被告人刘某甲的供述等证据。同时认为，被告人刘某甲××他人身体，致人轻伤，其行为触犯了《中华人民共和国刑法》××××，应当以××罪追究其刑事责任。被告人刘某甲犯罪后自动投案，并如实供述主要犯罪事实，系自首，应根据《中华人民共和国刑法》××××之规定对其处罚。","234","","","","故意伤害","","","0","刘某甲","False","16","False"
"杞县人民检察院指控，2013年2月11日，在杞县高阳镇扶村村小卖部门前，被告人张某甲因酒后口角与张某某发生打架，在打架过程中，张某某被张某甲用拳头打伤左眼。2014年4月21日经上海市司法鉴定中心鉴定，张某某的伤情为重伤。公诉机关认为被告人张某甲的行为已构成××罪，并提供了相应的证据，请求依法判处。","234","","","","故意伤害","","","0","张某甲","False","42","False"
"经审理查明：2014年7月27日22时许，在石家庄高新技术产业开发区中仰陵村一麻将馆，被告人李某与被害人任某发生口角，李某用拳脚对任某脸部和背部实施殴打，导致任某两颗门牙掉落，下嘴唇挫裂。经鉴定，任某之损伤属轻伤二级。上述事实，被告人李某在开庭过程中亦无异议。有石家庄市公安局高新技术产业开发区分局受案登记表、立案决定书、辨认笔录、侦查工作说明、强制措施为证。有辛集市公安局刑警大队抓获经过为证。有辛集市看守所临时羁押证明为证。有证人董某证言为证。有被害人任某陈述为证。有被告人李某供述和辩解、户籍及现实表现证明为证。有石家庄市公安局物证鉴定所公冀石鉴伤检字【2014】1374号法医学人体损伤程度鉴定书为证。上述证据，经庭审举证、质证，本院予以确认。","234","","","","故意伤害","","","0","李某","False","8","False"
"广州市荔湾区人民检察院指控，2011年9月10日17时许，被告人何某伙同同案人杜某、邹某（均已判刑），在本市荔湾区龙溪大道“至尊高尔夫球场”中铁建设集团工地，因余泥款问题与被害人庞某乙发生争执，被告人何某与同案人使用铁水管、砖块等殴打庞某乙、庞某丙、刘某，致被害人刘某的头面部、左某及左小某、创伤，左侧额骨粉碎性骨折、左侧少量硬膜下出血、硬脑膜破裂、双侧额叶挫裂伤、左侧桡骨骨折，左腓骨骨折（经法医鉴定，其损伤程度属重伤），被害人庞某乙头面部、胸背部及左小腿部软组织挫、创伤（经法医鉴定，其损伤程度属轻微伤），庞某丙的左顶部及右上肢软组织挫、创伤（经法医鉴定，其损伤程度属轻微伤）。2013年10月12日，被告人何某被抓获。公诉机关当庭提供了相关证据证实上述指控的事实，认为被告人何某无视国家法律，××他人身体，致一人重伤，其行为已触犯《中华人民共和国刑法》××××之规定，犯罪事实清楚，证据确实、充分，应以××罪追究其刑事责任。提请本院对被告人何某依法作出判处，并建议对被告人何某在××至五年的幅度内进行量刑。被告人何某对公诉机关指控其犯××罪的事实及罪名均没有意见，请求对其从轻处罚。","234","","","","故意伤害","","","0","何某","False","36","False"
"山东省日照市东港区人民检察院指控，2015年9月18日17时许，被告人张某甲驾驶摩托车行驶至日照市昭阳路与滨州路路口，因躲避崔某驾驶的白色厢式货车而摔倒，被告人张某甲为教训崔某，随即驾驶摩托车追赶至滨州路路段对崔某的车辆进行拦截，将崔某车辆逼停后，使用随身携带折叠刀将崔某左颈部划伤，致崔某左腮腺实质损伤及左颌下皮肤裂伤，构成轻伤二级。2015年9月20日，被告人张某甲在日照市海曲公园被抓获归案。上述指控，公诉机关提供了被告人张某甲的供述与辩解，证人张某乙等人的证言，法医学人体损伤程度鉴定书，户口证明等证据。公诉机关认为，被告人张某甲构成××罪，应当依照《中华人民共和国刑法》××之规定定罪处罚。","234","","","","故意伤害","","","0","张某甲","False","26","False"
"经审理查明，2013年10月1日早晨6点多，自诉人在租住的房屋旁边即被告人种植豆子的地方取土和泥垒火炕，因被告人制止而发生口角，被告人随即报警，宁河县芦台镇北新区派出所工作人员到场后，在给双方做工作的过程中，自诉人突然冲到其东厢房房檐南侧拔张××在此地种植的豆秧，张××见状上前阻止并拉扯自诉人，至自诉人修××受伤。经天津市公安局宁河分局法医鉴定：修××右膝关节韧带断裂、半月板损伤、右侧股骨内侧髁骨骨折损伤程度为轻伤二级。自诉人受伤后，到天津市宁河县医院住院治疗8天（住院日期为2013年10月1日至2013年10月9日），出院后，医生建议休假一个月。自诉人修××截至开庭日的实际经济损失为：医疗费6566.68元、误工费2973元、护理费625.92元、住院伙食补助费400元、交通费200元、损伤鉴定费200元，合计10969.6元。认定上述事实的证据如下：1.自诉人修××于天津市公安局宁河分局芦台镇北派出所案卷中的陈述：2013年10月1日早晨，因修××在自己租住的房屋旁边取土垒火炕，被邻居张××制止并谩骂且报警。宁河县桥北新区派出所民警到场给双方调解时，修××称：“那就把你在我家房子空地上的豆子都拔了”，边说边要拔张××种植的豆秧，张××便揪住自诉人头发，后又用脚猛踹自诉人右腿膝盖部，至自诉人受伤；2.证人李××在2014年6月9日于天津市公安局宁河分局芦台镇北派出所案卷中的证言：2013年10月1日早晨，其与郭××、柳××一起给修××垒火炕，因在修××租住的房子东侧挖土和泥，张××与修××发生争吵，张××报警，民警到场后，在给双方做调解工作中，修××欲拔张××种植的豆秧时，张××朝修××的膝盖踹了一脚，修××倒在地上后，张××又拽了修××腿两下；3.证人柳××在2014年6月9日于天津市公安局宁河分局芦台镇北派出所案卷中的证言与李××证实的内容一致；4.证人崔××、郭××系自诉人亲属，其二人在2014年6月9日于天津市公安局宁河分局芦台镇北派出所案卷中的证言与李××、柳××的证言一致；5.天津市宁河县医院《诊断证明书》、天津市公安局宁河分局《法医学人体损伤程度鉴定书》、住院费用单据及病案等，证实自诉人的损伤情况和损失情况；6.宁河县芦台镇北派出所出警说明：2014年10月1日7时许，芦台镇北派出所接110报警后，民警及时到达事发现场开展工作并对发生纠纷的双方进行调解，在民警对修××、张××劝说的过程中，修××突然冲到其东厢房房檐的南侧拔张××在此地种植的豆秧，张××见状便去拉扯阻止修××，被民警制止，后，修××坐地上称腿疼；7.居民信息表，证实自诉人、被告人及相关证人的身份情况；8.被告人张××于天津市公安局宁河分局芦台镇北派出所案卷中的供述：2013年10月1日早晨，因修××在其拔除豆秧的地方和泥，二人发生口角，其报警后，在民警给双方做调解工作时，修××前去拔张××种植的豆秧，在张××前去阻止时被修××用脚蹬了一下，修××拔豆秧时因用力过猛而摔倒。上述证据均经公安机关依法调取，证据之间有一定的关联性、客观性，能够形成封闭的证据链条，证实了案件事实，且经当庭质证，本院对其证明效力予以确认。经本院主持调解，自诉人与被告人就民事赔偿问题不能达成协议，被告人张××的家属主动交至本院15000元，全部用于赔偿自诉人的经济损失。","234","","","","故意伤害","","","0","张××","False","6","False"
"本溪满族自治县人民检察院指控，被告人马某某于2014年12月9日13时许，在本溪满族自治县高官镇高官村委会门前，因打车费用一事与出租车司机徐某发生口角并厮打。在厮打过程中，被告人马某某用头部撞击徐某的面部，造成徐某鼻骨骨折合并鼻中隔骨折的轻伤后果。后被告人马某某被审查归案。在本案审理期间，经本院依法主持调解，被告人马某某与被害人徐某达成民事赔偿协议，被害人徐某对被告人马某某的行为表示谅解，同时撤回附带民事诉讼。","234","","","","故意伤害","","","0","马某某","False","10","False"
"肥东县人民检察院指控：2014年2月24日下午16时许，在肥东县店埠镇梁园路粮站大院内，殷某乙与前夫李某甲因为家庭琐事发生打架，后殷某乙的父亲殷某甲、母亲黄某、李某甲的堂哥李某乙、李某乙的女婿陈某先后至现场，双方发生打架，被告人陈某将黄某腿部打伤。经肥东县公安局鉴定，被害人黄某本次伤情为轻伤二级。","234","","","","故意伤害","","","0","陈某","False","12","False"
"经审理查明，2014年12月31日19时许，在嘉峪关市迎宾东路某火锅店东南侧机动车道边，被告人刘某因琐事与被害人任某某发生争执并相互厮打，在厮打过程中，被告人刘某在任某某下嘴唇咬了一口，致任某某下唇皮肤撕脱伤，经鉴定为轻伤二级。上述事实，有检察机关提交，并经法庭质证、认证的下列证据予以证实：1、被害人任某某的陈述笔录，证明案发当天，被告人刘某因琐事与其发生争执后，双方相互厮打并被刘某咬伤嘴唇的经过。2、证人蔡某的证言笔录及辨认笔录，证明被告人刘某与任某某因琐事相互厮打的经过。3、现场勘验笔录、现场方位示意图及照片，证明案发现场的基本情况。4、嘉峪关市第一人民医院诊断证明书，证实经诊断任某某为下唇皮肤撕脱伤。5、嘉峪关市公安司法鉴定中心出具的法医学人体损伤程度鉴定意见书和甘肃金某司法医学鉴定所出具的司法鉴定意见书，证明任某某所受损伤为轻伤二级。6、和解协议书、收条及谅解书，证明案发后被告人刘某与被害人任某某就本案民事赔偿问题达成协议，并已履行，取得谅解。7、被告人刘某的供述笔录，证明其与任某某因琐事发生争执后，双方相互厮打并将任某某嘴唇咬伤的经过。以上证据相互印证，本院予以确认。","234","","","","故意伤害","","","0","刘某","False","12","False"
"公诉机关起诉指控：2014年2月5日16时许，被告人龚XX因家庭琐事，在南县青树嘴镇农学村二组蔡某经营的小超市内，持磨刀石将被害人盛1某头部打伤。经法医鉴定，盛1某已构成轻伤。被告人龚XX于2014年2月9日被南县公安局传唤到案后，如实供述了××他人的犯罪事实。2014年2月22日，被告人龚XX与被害人盛1某就民事赔偿部分达成和解，已一次性赔偿被害人各项损失4000元，被害人提出了不予追究被告人刑事责任的请求。","234","","","","故意伤害","","","0","龚XX","False","6","False"
"经审理查明，被告人关XX因被害人韦某让其感觉不舒服遂伺机伤害韦某，2013年8月2日20时许，被告人关XX趁韦某步行路过开平市赤坎镇中庙高冈村村口附近时，截停韦某后，用菜刀刀背砍中韦某的前额，致使韦某左侧额骨不完全性骨折。经法医鉴定，被害人韦某的损伤程度为轻伤。经法医精神病司法鉴定，被告人关XX系精神活性物质所致精神障碍，实施危害行为时有限定责任能力。在庭审中，被告人关XX及辩护人没有提出异议。上述事实，有公诉机关提供的被告人的供述、被害人韦某的陈述及辨认笔录、证人陆某琪、关某立、韦某的证言及辨认笔录、现场勘查笔录和照片、法医活体检验鉴定书、法医精神病司法鉴定意见书、广东省医疗机构门诊通用病历、住院疾病证明书、住院收费收据、户籍资料、抓获经过等证据证实，足以认定。公诉机关建议判处被告人××至一年九个月。","234","","","","故意伤害","","","0","关XX","False","9","False"
"太湖县人民检察院指控：2014年7月25日19时许，被告人贺某到同组的朱某家找其要回自己的身份证复印件，双方发生争吵，在揪打过程中贺某用木棍将朱某的左手大拇指打成轻伤。针对指控的犯罪事实，太湖县人民检察院提供了相关证据予以证实。太湖县人民检察院认为被告人贺某的行为构成××罪。依法应追究其刑事责任。","234","","","","故意伤害","","","0","贺某","False","6","False"
"北京市石景山区人民检察院指控，2016年8月7日凌晨1时许，被告人侯×在北京市石景山区神农庄园KTV大厅内，因对服务不满而与KTV工作人员尹×等人发生口角，后被告人侯×用手殴打被害人尹×面部，致其左面部钝挫伤、左眼眶下壁骨折、左上颌窦前壁骨折、左上颌窦积血等伤，经法医鉴定为轻伤二级。案发后KTV工作人员报警，被告人侯×于2016年8月18日经民警电话通知到案。被告人侯×到案后，其亲属代其向被害人尹×进行赔偿并达成和解。","234","","","","故意伤害","","","0","侯×","False","5","False"
"经审理查明，2014年7月5日19时许，被告人冯某某在万福镇万福村马某甲家卖店，因曹某某要求其为自己支付香烟钱而发生口角并厮打，冯某某用拳头将曹某某打倒在地，后曹某某跟随冯某某回到家中，在冯某某家院内，冯某某与曹某某又发生厮打，造成曹某某头部外伤蛛网膜下腔出血。经盖州市公安局刑事技术鉴定室法医鉴定：曹某某的损伤程度为轻伤二级。民事部分，双方自行和解，被告人冯某某一次性赔偿被害人曹某某经济损失共计人民币33000元。上述事实，被告人冯某某在开庭审理过程中亦无异议。且有证人马某甲、周某某、邵某某、姜某、马某乙证言，被害人曹某某陈述，书证及鉴定结论等证据证实，足以认定。","234","","","","故意伤害","","","0","冯某某","False","6","False"
